color,size,label
3.834563517709391,1.654980801778346,-1.0
-1.0901464578272022,-0.43469513367550605,-1.0
-2.9054345445307117,-0.8732669768666264,1.0
3.841462713256432,1.6415570119892853,-1.0
-3.3934752078008312,2.4321505561351433,1.0
-1.1347917469864264,2.4051752278233076,-1.0
2.6064569848747703,-0.6890886373356704,-1.0
-0.5555628571730051,3.851119203235486,1.0
-3.7833920716065794,0.12655984512682528,1.0
0.07765833677621736,-1.94851537358403,1.0
0.5148307191748024,-0.9736723547678616,-1.0
-2.23762229932268,-1.286133999767789,1.0
1.148751727969142,-1.9986720815109864,1.0
3.470354562742037,2.1347732684627356,-1.0
3.824491443230068,1.674041900154955,-1.0
2.9460379660314615,3.763450206628498,1.0
-1.9889157895902132,1.1717652179747602,-1.0
-3.645389595805945,2.109652189266545,1.0
4.558206950967833,3.107628711578563,1.0
-3.724113617353141,0.017253750492069786,1.0
-2.851050472976957,2.91337076690594,1.0
-1.8589646345169224,1.6060147481085918,-1.0
-1.8572710877437029,0.39044572526989707,-1.0
-1.844827036216274,0.3651039861125358,-1.0
5.14198053927642,2.680428218167009,1.0
2.010490406850375,2.8831308608170314,-1.0
-1.5862840864603207,-0.013494422310388554,-1.0
0.1599712180020001,2.919994403396352,-1.0
3.2263762695354035,-0.3405220718394457,-1.0
3.0080336324438823,-0.48590427850431706,-1.0
-1.831405102095676,1.6610245071357292,-1.0
-0.06781971480591631,-0.8690176928800282,-1.0
5.89374551130711,0.38481567526298055,1.0
-1.9839448524362577,0.7933622411409447,-1.0
0.30068249566445704,2.9449027428560144,-1.0
-3.2086439699503666,2.6197017430107774,1.0
3.9682100550521486,0.7096139970565467,-1.0
1.2934785736077161,-1.9948277609338314,1.0
5.676925481961921,2.060892309814287,1.0
3.9987804841100427,0.9429791144667625,-1.0
3.990356416562588,1.1602338595414101,-1.0
1.46558009423744,-1.9869657954697018,1.0
5.729027710368004,0.025799358835275732,1.0
-0.8204873583940118,-1.7940825471080721,1.0
0.7807554367307856,3.9971145216243706,1.0
-1.192570639705787,-0.3650614947320392,-1.0
-1.630561638616054,-1.5512452582139145,1.0
-3.400216470689581,-0.42468038660815655,1.0
0.09235966609470192,-0.9062690755933904,-1.0
2.7366135374721616,-0.6308380151823003,-1.0
1.4790484463198195,2.9743367478251264,-1.0
5.945636112918603,1.4411870781135079,1.0
-1.5877602599871965,-1.5669551732079698,1.0
-3.79418704472865,0.14813298640213324,1.0
5.198883268342207,2.6287960423518077,1.0
-1.1713739713734044,-0.38003785398035617,-1.0
2.251190171728044,-0.8177548000115291,-1.0
3.749402334977903,0.19978147417427827,-1.0
2.0268001213037574,-0.8792056845487302,-1.0
5.701259217668067,2.0214392965736003,1.0
2.6757519055909773,2.6588959582817866,-1.0
2.8497412282628356,-0.5745838799102443,-1.0
4.8045519854841015,2.946570910167322,1.0
3.9186500942964395,1.462592514261086,-1.0
2.963031858838722,2.5123941169452992,-1.0
-3.2944944844091735,2.536435538646678,1.0
-3.370705289633606,2.4570163683434627,1.0
3.252737296129207,-0.32080357268318016,-1.0
5.947698077803279,0.5672158238513993,1.0
4.221782285825455,3.2941758443909372,1.0
3.9942615607018626,3.402578442881141,1.0
1.9007460994621326,-1.9509178787538888,1.0
-1.8604698945932867,0.3971504768092453,-1.0
2.4551283367893,-0.7489808490753573,-1.0
-3.9918049713981807,0.8283086318163106,1.0
-0.9314954845568848,2.5303340511341332,-1.0
1.462587904837022,2.9760805685664735,-1.0
3.1472010315175467,3.7092858806131908,1.0
5.981627367814775,1.2569434890515487,1.0
-0.9671328247657607,2.5100240542203407,-1.0
3.245000200096015,-0.326645577984624,-1.0
-3.6478277088757016,-0.10597067406808236,1.0
-3.7851895839528904,0.13011159771706626,1.0
1.0437931243770275,2.9997868955641023,-1.0
3.443630944285148,-0.1602045429113068,-1.0
4.918071413954802,-0.8637429818121587,1.0
-1.9973106222568058,0.9153332448648253,-1.0
1.029195129578258,2.9999052915807907,-1.0
-1.011189725145882,-0.48400597325357175,-1.0
-0.234963154427293,3.9070520742832446,1.0
-2.0281896994520268,3.3872210144617427,1.0
0.9396432643567594,2.9995951884166168,-1.0
2.8096745828915144,-0.5951423348593796,-1.0
-0.24409392899959093,-1.905650169324843,1.0
3.425841194342295,-0.1766797921519021,-1.0
3.600275153598259,0.002543428830764083,-1.0
5.073861285661443,2.7393434166569874,1.0
-1.1988119752006816,-0.3605923379525351,-1.0
3.913717424781478,0.5237877370915872,-1.0
1.7426136266799301,-1.9667269844946875,1.0
-1.0395921265844783,3.7390551335420135,1.0
1.2623339025943006,-0.9923387623092219,-1.0
0.4322113796071727,-0.963852911730454,-1.0
-1.9604859532505734,0.6764619750281491,-1.0
3.9638823155908733,0.6905908000163445,-1.0
1.9817829505346622,2.88986798340101,-1.0
0.29215399365280315,2.943531039834264,-1.0
-2.204992640729676,3.3026263227525003,1.0
0.8749679310274543,-1.999061872223086,1.0
-1.8134763379932437,1.6942144707196045,-1.0
-1.5528822910918212,2.050458525878585,-1.0
0.0899347389909344,2.9057551691540957,-1.0
5.9717395467672745,0.6814876509776703,1.0
3.2001765742156127,2.3596115527397847,-1.0
3.889940852030193,0.4632435388715731,-1.0
2.042629540415433,3.9340505297153827,1.0
2.824395700653588,2.5876719962730483,-1.0
-1.9845441850941299,0.797245625096313,-1.0
1.0637230466164276,2.999548768356381,-1.0
-1.48113990848967,2.1242666260475707,-1.0
5.264961366479538,-0.5657706202625332,1.0
-2.224030847443806,-1.2930383847862377,1.0
-1.589223639178782,2.0101531118966918,-1.0
5.634674693991208,-0.12566627963882038,1.0
2.5764846799853305,2.7015935085510026,-1.0
2.592877585271476,-0.6947947759523652,-1.0
3.3666924841328463,2.2290496211932025,-1.0
0.14671696163851267,2.917394998596283,-1.0
0.6141501747539633,-0.9833887849231513,-1.0
2.688484339033944,3.8237647616721473,1.0
2.822317915719295,-1.7936529256615708,1.0
2.7880059072339147,2.605965943418702,-1.0
-0.138264139336288,-0.8504479636745044,-1.0
2.7065689002960323,2.644873867307817,-1.0
5.992109041660234,1.1684785856502018,1.0
4.244949904998851,-1.2823908607110357,1.0
-1.275705641929842,2.3031864932266237,-1.0
